2026-01-23T16:07:29.291-0800	INFO	livekit	server/main.go:212	starting in development mode
2026-01-23T16:07:44.581-0800	DEBUG	livekit.pub	rtc/participant.go:1161	sending answer	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "answer": {"type":"answer","sdp":"v=0\r\no=- 8171051241459386818 1769213264 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 F1:15:4F:94:63:16:B1:41:FF:E0:BF:76:A9:05:13:DA:06:F8:FD:71:B0:F9:EF:A2:6D:B5:E1:B4:49:03:CC:A5\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:lMktYSHNrWUTsOoh\r\na=ice-pwd:FtUqbRURucKydRpCwBzKatKUTcXQfNLQ\r\n"}, "answerId": 1, "midToTrackID": {}}
2026-01-23T16:07:44.581-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"answer": {"type": "answer", "sdp": "v=0\r\no=- 8171051241459386818 1769213264 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 F1:15:4F:94:63:16:B1:41:FF:E0:BF:76:A9:05:13:DA:06:F8:FD:71:B0:F9:EF:A2:6D:B5:E1:B4:49:03:CC:A5\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:lMktYSHNrWUTsOoh\r\na=ice-pwd:FtUqbRURucKydRpCwBzKatKUTcXQfNLQ\r\n", "id": 1}}}
2026-01-23T16:07:44.581-0800	DEBUG	livekit.transport	rtc/transport.go:2377	added ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "candidate": {"candidate":"candidate:3232128720 1 udp 2122260223 192.168.86.29 56127 typ host generation 0 ufrag CeOS network-id 1 network-cost 10","sdpMid":"0","sdpMLineIndex":0,"usernameFragment":"CeOS"}}
2026-01-23T16:07:44.581-0800	DEBUG	livekit	rtc/participant_signal.go:224	sending ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:4006465565 1 udp 2130706431 192.168.86.29 7882 typ host ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}
2026-01-23T16:07:44.581-0800	DEBUG	livekit	service/rtcservice.go:446	sending answer	{"connID": "CO_38weKhxdzxGA", "answer": {"Answer":{"type":"answer","sdp":"v=0\r\no=- 8171051241459386818 1769213264 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 F1:15:4F:94:63:16:B1:41:FF:E0:BF:76:A9:05:13:DA:06:F8:FD:71:B0:F9:EF:A2:6D:B5:E1:B4:49:03:CC:A5\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:lMktYSHNrWUTsOoh\r\na=ice-pwd:FtUqbRURucKydRpCwBzKatKUTcXQfNLQ\r\n","id":1}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.581-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:4006465565 1 udp 2130706431 192.168.86.29 7882 typ host ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}}
2026-01-23T16:07:44.581-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:4006465565 1 udp 2130706431 192.168.86.29 7882 typ host ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}"}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.582-0800	DEBUG	livekit.transport	rtc/transport.go:799	ice connection state change	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "state": "connected"}
2026-01-23T16:07:44.582-0800	DEBUG	livekit.transport	rtc/transport.go:664	setting connection timer after ICE connected	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "timeout": "10s", "iceDuration": "1.068125ms"}
2026-01-23T16:07:44.582-0800	DEBUG	livekit.transport	rtc/transport.go:596	selected ICE candidate pair changed	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "pair": {"localProtocol": "udp", "localCandidateType": "host", "localAddress": "192.168.86.29", "localPort": 7882, "remoteProtocol": "udp", "remoteCandidateType": "host", "remoteAddress": "192.168.86.29", "remotePort": 56127}}
2026-01-23T16:07:44.586-0800	DEBUG	livekit.transport	rtc/transport.go:810	peer connection state change	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "state": "connected"}
2026-01-23T16:07:44.588-0800	DEBUG	livekit.transport	rtc/transport.go:828	_reliable data channel open	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER"}
2026-01-23T16:07:44.588-0800	DEBUG	livekit.transport	rtc/transport.go:828	_lossy data channel open	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER"}
2026-01-23T16:07:44.594-0800	DEBUG	livekit	rtc/participant_signal.go:224	sending ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:1396613629 1 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}
2026-01-23T16:07:44.594-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:1396613629 1 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}}
2026-01-23T16:07:44.594-0800	DEBUG	livekit	rtc/participant_signal.go:224	sending ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 61377 typ srflx raddr 0.0.0.0 rport 61377 ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}
2026-01-23T16:07:44.594-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 61377 typ srflx raddr 0.0.0.0 rport 61377 ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}}
2026-01-23T16:07:44.594-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:1396613629 1 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}","target":1}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.594-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 61377 typ srflx raddr 0.0.0.0 rport 61377 ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}","target":1}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.604-0800	DEBUG	livekit.transport	rtc/transport.go:768	ice gathering state change	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "state": "complete"}
2026-01-23T16:07:44.604-0800	DEBUG	livekit	rtc/participant_signal.go:224	sending ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 59233 typ srflx raddr 0.0.0.0 rport 59233 ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}
2026-01-23T16:07:44.604-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 59233 typ srflx raddr 0.0.0.0 rport 59233 ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER"}}}
2026-01-23T16:07:44.604-0800	DEBUG	livekit	rtc/participant_signal.go:224	sending ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 57551 typ srflx raddr 0.0.0.0 rport 57551 ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER", "final": true}}
2026-01-23T16:07:44.604-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 57551 typ srflx raddr 0.0.0.0 rport 57551 ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "SUBSCRIBER", "final": true}}}
2026-01-23T16:07:44.604-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 59233 typ srflx raddr 0.0.0.0 rport 59233 ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}","target":1}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.604-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 57551 typ srflx raddr 0.0.0.0 rport 57551 ufrag CNfYYrMGCqyPkqHF\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}","target":1,"final":true}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.610-0800	DEBUG	livekit	rtc/participant_signal.go:224	sending ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:1396613629 1 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}
2026-01-23T16:07:44.610-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:1396613629 1 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}}
2026-01-23T16:07:44.610-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:1396613629 1 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}"}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.614-0800	DEBUG	livekit	rtc/participant_signal.go:224	sending ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 63353 typ srflx raddr 0.0.0.0 rport 63353 ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}
2026-01-23T16:07:44.614-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 63353 typ srflx raddr 0.0.0.0 rport 63353 ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}}
2026-01-23T16:07:44.614-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 63353 typ srflx raddr 0.0.0.0 rport 63353 ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}"}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.624-0800	DEBUG	livekit.transport	rtc/transport.go:768	ice gathering state change	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "state": "complete"}
2026-01-23T16:07:44.624-0800	DEBUG	livekit	rtc/participant_signal.go:224	sending ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 60367 typ srflx raddr 0.0.0.0 rport 60367 ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}
2026-01-23T16:07:44.624-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 60367 typ srflx raddr 0.0.0.0 rport 60367 ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}}
2026-01-23T16:07:44.624-0800	DEBUG	livekit	rtc/participant_signal.go:224	sending ICE candidate	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 54523 typ srflx raddr 0.0.0.0 rport 54523 ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER", "final": true}}
2026-01-23T16:07:44.624-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 54523 typ srflx raddr 0.0.0.0 rport 54523 ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER", "final": true}}}
2026-01-23T16:07:44.624-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 60367 typ srflx raddr 0.0.0.0 rport 60367 ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}"}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.624-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2756283413 1 udp 1694498815 69.181.38.37 54523 typ srflx raddr 0.0.0.0 rport 54523 ufrag lMktYSHNrWUTsOoh\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}","final":true}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:44.713-0800	INFO	livekit.agents	service/agentservice.go:407	assigned job to worker	{"jobID": "AJ_dqXCoivh8oVW", "namespace": "", "agentName": "", "jobType": "JT_ROOM", "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "workerID": "AW_AL6xH3egxFxk"}
2026-01-23T16:07:45.609-0800	DEBUG	livekit.transport	rtc/transport.go:799	ice connection state change	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "state": "connected"}
2026-01-23T16:07:45.609-0800	DEBUG	livekit.transport	rtc/transport.go:596	selected ICE candidate pair changed	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "pair": {"localProtocol": "udp", "localCandidateType": "host", "localAddress": "192.168.86.29", "localPort": 7882, "remoteProtocol": "udp", "remoteCandidateType": "prflx", "remoteAddress": "192.168.86.29", "remotePort": 54300}}
2026-01-23T16:07:45.609-0800	DEBUG	livekit.transport	rtc/transport.go:664	setting connection timer after ICE connected	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "timeout": "10s", "iceDuration": "1.041731417s"}
2026-01-23T16:07:45.610-0800	DEBUG	livekit.transport	rtc/transport.go:810	peer connection state change	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER", "state": "connected"}
2026-01-23T16:07:45.611-0800	DEBUG	livekit.transport	rtc/transport.go:1250	_reliable data channel open	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER"}
2026-01-23T16:07:45.611-0800	DEBUG	livekit.transport	rtc/transport.go:1250	_lossy data channel open	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "SUBSCRIBER"}
2026-01-23T16:07:45.611-0800	DEBUG	livekit	rtc/participant.go:2093	updating participant state	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "state": "ACTIVE"}
2026-01-23T16:07:45.611-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"SubscriptionPermission":{"all_participants":true}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:45.611-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"subscriptionPermission": {"allParticipants": true}}}
2026-01-23T16:07:45.611-0800	DEBUG	livekit.pub	rtc/uptrackmanager.go:193	updating subscription permission	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "permissions": {"allParticipants": true}, "version": "1769213265611773.0"}
2026-01-23T16:07:45.611-0800	INFO	livekit	rtc/room.go:1249	participant active	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 192.168.86.29:7882 (resolved: 192.168.86.29:7882)", "[local][trickle] tcp4 host 192.168.86.29:7881 (resolved: 192.168.86.29:7881)", "[local][trickle] udp4 srflx 69.181.38.37:63353 related 0.0.0.0:63353 (resolved: 69.181.38.37:63353)", "[local][trickle] udp4 srflx 69.181.38.37:60367 related 0.0.0.0:60367 (resolved: 69.181.38.37:60367)", "[local][trickle] udp4 srflx 69.181.38.37:54523 related 0.0.0.0:54523 (resolved: 69.181.38.37:54523)", "[remote][selected:1][trickle] udp4 host 192.168.86.29:56127"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 192.168.86.29:7882 (resolved: 192.168.86.29:7882)", "[local][trickle] tcp4 host 192.168.86.29:7881 (resolved: 192.168.86.29:7881)", "[local][trickle] udp4 srflx 69.181.38.37:61377 related 0.0.0.0:61377 (resolved: 69.181.38.37:61377)", "[local][trickle] udp4 srflx 69.181.38.37:59233 related 0.0.0.0:59233 (resolved: 69.181.38.37:59233)", "[local][trickle] udp4 srflx 69.181.38.37:57551 related 0.0.0.0:57551 (resolved: 69.181.38.37:57551)", "[remote][trickle] udp4 host 192.168.86.29:54300", "[remote][selected:1] udp4 prflx 192.168.86.29:54300"], "connectionType": "udp", "clientInfo": {"sdk": "JS", "version": "2.16.1", "protocol": 16, "os": "Mac OS X", "osVersion": "10.15.7", "deviceModel": "Mac", "browser": "Chrome", "browserVersion": "143.0.0"}, "connectTime": "1.100426s"}
2026-01-23T16:07:45.772-0800	DEBUG	livekit	service/rtcservice.go:543	received signal request	{"connID": "CO_38weKhxdzxGA", "request": {"AddTrack":{"cid":"41efa37f-f18d-42f6-8a08-0becded23c9f","source":2,"audio_features":[2,3,4]}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:45.772-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"addTrack": {"cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "type": "AUDIO", "source": "MICROPHONE", "encryption": "NONE", "backupCodecPolicy": "PREFER_REGRESSION", "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"]}}}
2026-01-23T16:07:45.772-0800	DEBUG	livekit	rtc/participant.go:1256	add track request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "41efa37f-f18d-42f6-8a08-0becded23c9f", "request": {"cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "type": "AUDIO", "source": "MICROPHONE", "encryption": "NONE", "backupCodecPolicy": "PREFER_REGRESSION", "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"]}}
